CPE Status,Customer,Etherway,Etherflow Ref,Serial Number,Siebel Ref,CPEType,Address (County),Person,SFP Type LAN (Adva),Created,SFP Type WAN (Adva),date,CPEs,SFPs,ADVA825s,ADVA201s,ADVAXG210s,Ciscos,Huaweis,Nokias
Cork Office,Core International,CINTETHW51781,CINTETHGIP51782,LBADVA71185102127,,ADVA 201,Cork,S.Mernagh,N/A - Adva Electrical Port,03/07/2019,Adva 10K Dual Fibre SFP,08/07/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Equant,ORBSETHW53163,ORBSETHGIP53164,LBADVA71184301706,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,03/07/2019,Adva 10K Single Fibre SFP,08/07/2019,1,1,0,1,0,0,0,0
Cork Office,Cable and Wireless,CWCMETHW53433,CWCMETHG53434,LBADVA71191603040,,ADVA 201,Kerry,M.O'Driscoll,N/A - Adva Electrical Port,05/07/2019,Adva 10K Dual Fibre SFP,08/07/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Colt Telecom,COLTETHW53633,COLTETHG53634,colt-down-532383:--> sh system  System Information:           System Name: colt-down-532383                Model: FSP150CC-825            CLEI Code: WOMLD00CRA     Software Version: 2.1.4-334    Hardware Revision: 05        Serial Number: LBADVA711235006,,ADVA 825,KILDARE,S.Davidson,N/A - Adva Electrical Port,08/07/2019,Adva 10K Dual Fibre SFP,29/08/2019,1,1,1,0,0,0,0,0
Engineer Collected,Coinbase Ireland Limited,COINETHW52833,COINETHGIP52834,LBADVA71152302811,,ADVA XG210,Dublin,D.Carty,Adva 10Gig XFP (10k),08/07/2019,Adva 10K Dual Fibre SFP,19/08/2019,1,2,0,0,1,0,0,0
Engineer Collected,INTERNAL,BTITLANETHW119006,DUMMYREF12345,LBADVA71185102160,,ADVA 201,Dublin,S.Mernagh,N/A - Adva Electrical Port,08/07/2019,Adva 10K Dual Fibre SFP,15/07/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Avant Tarjeta,AVNTETHW51355,AVNTETHG51356,FDO2317A0KT,1-878500601,CISCO ISR 4331-K9,LEITRIM,D.Carty,N/A,08/07/2019,N/A,17/07/2019,1,1,0,0,0,1,0,0
Engineer Collected,Glanbia,NA,IPCINGA040449597,FCZ201793YP,1-880088700,CISCO 897VAG-LTE,WICKLOW,S.Mernagh,N/A,09/07/2019,N/A,29/07/2019,1,1,0,0,0,1,0,0
Ballymount Stores,Colt Telecom,COLTETHW52981,COLTETHG52982,LBADVA71184301762,,ADVA 201,Dublin,G.Chilton,N/A - Adva Electrical Port,09/07/2019,Adva 10K Single Fibre SFP,11/07/2019,1,1,0,1,0,0,0,0
Engineer Collected,AT and T,ATATETHW52885,ATATETHG52886,LBADVA71185102120,,ADVA 201,Dublin,G.Moran,N/A - Adva Electrical Port,09/07/2019,Adva 10K Dual Fibre SFP,16/07/2019,1,1,0,1,0,0,0,0
Cork Office,Core International,CINTETHW51784,CINTETHGIP51785,LBADVA71185102162,,ADVA 201,Cork,S.Mernagh,N/A - Adva Electrical Port,10/07/2019,Adva 10K Dual Fibre SFP,12/07/2019,1,1,0,1,0,0,0,0
Engineer Collected,MCI WorldCom International,WOCMETHW53625,WOCMETHG53626,LBADVA71191603077,,ADVA 201,Dublin,G.Moran,N/A - Adva Electrical Port,10/07/2019,Adva 10K Dual Fibre SFP,24/07/2019,1,1,0,1,0,0,0,0
Cork Office,Telcom.ie,TELEETHW53161,TELEETHG53162,LBADVA71191603104,,ADVA 201,Cork,S.Davidson,N/A - Adva Electrical Port,10/07/2019,Adva 10K Single Fibre SFP,12/07/2019,1,1,0,1,0,0,0,0
Engineer Collected,MCI WorldCom International,WOCMETHW53629,WOCMETHG53630,LBADVA71191603109,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,10/07/2019,Adva 10K Dual Fibre SFP,19/08/2019,1,1,0,1,0,0,0,0
Engineer Collected,Pure Telecom Limited,PUREETHW53677,PUREETHGIP53678,LBADVA71191603103,,ADVA 201,Limerick,D.Carty,N/A - Adva Electrical Port,12/07/2019,Adva 10K Dual Fibre SFP,06/08/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Host Ireland,HOSTETHW53675,HOSTETHG53676,LBADVA71191603075,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,12/07/2019,Adva 10K Dual Fibre SFP,25/07/2019,1,1,0,1,0,0,0,0
Engineer Collected,MCI WorldCom International,WOCMETHW53613,WOCMETHG53614,LBADVA71191603037,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,12/07/2019,Adva 10K Single Fibre SFP,30/09/2019,1,1,0,1,0,0,0,0
Courier Shipped to Site,AT and T,ATATETHW52883,ATATETHG52884,LBADVA71191603088,,ADVA 201,Cork,D.Carty,N/A - Adva Electrical Port,12/07/2019,Adva 10K Single Fibre SFP,22/07/2019,1,1,0,1,0,0,0,0
Engineer Collected,Teva Pharmaceuticals,TEVAETHW51458,TEVAETHGG51459,LBADVA71191603045,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,15/07/2019,Adva 10K Dual Fibre SFP,12/08/2019,1,1,0,1,0,0,0,0
Engineer Collected,Global Crossing Ireland Ltd,GLCRETHW52453,GLCRETHG52454,LBADVA71191603074,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,15/07/2019,Adva 10K Dual Fibre SFP,07/10/2019,1,1,0,1,0,0,0,0
Engineer Collected,GTT-EMEA LTD,GTTEETHW53619,GTTEETHG53620,LBADVA71191603099,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,16/07/2019,Adva 10K Dual Fibre SFP,20/08/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Avant,AVNTETHW51355,AVNTETHG51356,FDO2317A0KT,1-878500601,CISCO ISR 4331-K9,LEITRIM,N.Sexton,N/A,17/07/2019,N/A,17/07/2019,1,1,0,0,0,1,0,0
Ballymount Stores,Colt Telecom,COLTETHW53801,COLTETHG53802,LBADVA71191602989,,ADVA 201,Galway,P.Fox,N/A - Adva Electrical Port,17/07/2019,Adva 10K Dual Fibre SFP,25/07/2019,1,1,0,1,0,0,0,0
Engineer Collected,Avant,AIRTETHW51219,AIRTETHG51220,FDO2245A38H,1-875755791,CISCO ISR 4331-K9,DUBLIN,N.Sexton,N/A,17/07/2019,N/A,25/07/2019,1,1,0,0,0,1,0,0
Engineer Collected,Pure Telecom Limited,PUREETHW53505,PUREETHGIP53506,LBADVA71191603073,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,18/07/2019,Adva 10K Single Fibre SFP,20/08/2019,1,1,0,1,0,0,0,0
Engineer Collected,Cable and Wireless,CWCMETHW53123,CWCMETHG53124,LBADVA71191603137,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,18/07/2019,Adva 10K Dual Fibre SFP,23/08/2019,1,1,0,1,0,0,0,0
Ballymount Stores,MCI WorldCom International,WOCMETHW53718,WOCMETHG53719,LBADVA71191603025,,ADVA 201,Waterford,P.Fox,N/A - Adva Electrical Port,19/07/2019,Adva 10K Single Fibre SFP,25/07/2019,1,1,0,1,0,0,0,0
Engineer Collected,Concert B Ends,CNCRETHW53419,CNCRETHGM53420,LBADVA71191603084,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,19/07/2019,Adva 10K Dual Fibre SFP,21/08/2019,1,1,0,1,0,0,0,0
Ballymount Stores,MCI WorldCom International,WOCMETHW53699,WOCMETHG53700,LBADVA71191603031,,ADVA 201,Waterford,S.Mernagh,N/A - Adva Electrical Port,19/07/2019,Adva 10K Single Fibre SFP,25/07/2019,1,1,0,1,0,0,0,0
Courier Shipped to Site,Glanbia plc,GLANETHW52194,GLANETHGIPCI52755,LBADVA71191603100,,ADVA 201,Kilkenny,S.Davidson,N/A - Adva Electrical Port,19/07/2019,Adva 10K Dual Fibre SFP,30/07/2019,1,1,0,1,0,0,0,0
Engineer Collected,GTT-EMEA LTD,GTTEETHW53696,GTTEETHG53697,LBADVA71191603102,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,19/07/2019,Adva 10K Single Fibre SFP,06/08/2019,1,1,0,1,0,0,0,0
Courier Shipped to Site,Glanbia PLC,GLANETHW52194,GLANETHGIPCI52755,FDO2232A0C0,1-877635231,CISCO ISR 4331-K9,KILKENNY,S.Davidson,N/A,22/07/2019,N/A,30/07/2019,1,1,0,0,0,1,0,0
Engineer Collected,Host Ireland,HOSTETHW53875,HOSTETHG53876,LBADVA71191603098,,ADVA 201,Meath,D.Carty,N/A - Adva Electrical Port,23/07/2019,Adva 10K Dual Fibre SFP,17/09/2019,1,1,0,1,0,0,0,0
Engineer Collected,Concert B Ends,CNCRETHW53223,CNCRETHGM53224,LBADVA71191603081,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,24/07/2019,Adva 10K Dual Fibre SFP,29/10/2019,1,1,0,1,0,0,0,0
Engineer Collected,Concert B Ends,CNCRETHW53225,CNCRETHGM53226,LBADVA71191603014,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,25/07/2019,Adva 10K Single Fibre SFP,24/09/2019,1,1,0,1,0,0,0,0
Engineer Collected,Fastblue Communications Inc,FASTETHW53933,FASTETHGIP53934,LBADVA71191603043,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,29/07/2019,Adva 10K Dual Fibre SFP,15/08/2019,1,1,0,1,0,0,0,0
Engineer Collected,Amazon,AMAZETHW52513,AMAZETHG52514,FGL232130U6,1-877148181,CISCO ISR 4221-K9,DUBLIN,N.Sexton,N/A,29/07/2019,N/A,11/09/2019,1,1,0,0,0,1,0,0
Cork Office,Concert B Ends,CNCRETHW53673,CNCRETHICG53674,LBADVA71191603092,,ADVA 201,Cork,G.Moran,N/A - Adva Electrical Port,29/07/2019,Adva 10K Dual Fibre SFP,19/08/2019,1,1,0,1,0,0,0,0
Engineer Collected,Welltell,WTELETHW54017,WTELETHG54018,LBADVA71191603038,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,30/07/2019,Adva 10K Dual Fibre SFP,28/08/2019,1,1,0,1,0,0,0,0
Engineer Collected,Concert B Ends,CNCRETHW53256,CNCRETHGM53257,LBADVA71142903637,,ADVA 201,Dublin,G.Moran,N/A - Adva Electrical Port,30/07/2019,Adva 10K Single Fibre SFP,16/08/2019,1,1,0,1,0,0,0,0
Engineer Collected,Magnet Networks Ltd,MAGNETHW53472,MAGNETHG53474,LBADVA71191603000,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,30/07/2019,Adva 10K Single Fibre SFP,23/09/2019,1,1,0,1,0,0,0,0
Engineer Collected,Magnet Networks Ltd,MAGNETHW53473,MAGNETHG53474,LBADVA71191603097,,ADVA 201,Meath,D.Carty,N/A - Adva Electrical Port,30/07/2019,Adva 10K Dual Fibre SFP,17/09/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Global Crossing Ireland Ltd,GLCRETHW53873,GLCRETHG53874,LBADVA71191603010,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,30/07/2019,Adva 40K Single Fibre SFP,02/09/2019,1,1,0,1,0,0,0,0
Engineer Collected,Equant,ORBSETHW54023,ORBSETHGIP54024,LBADVA71191603050,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,31/07/2019,Adva 10K Dual Fibre SFP,27/08/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Equant,ORBSETHW51834,ORBSETHGIP51835,LBADVA71191603041,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,31/07/2019,Adva 10K Single Fibre SFP,12/08/2019,1,1,0,1,0,0,0,0
Engineer Collected,Global Crossing Ireland Ltd,GLCRETHW53753,GLCRETHG53754,LBADVA71191603095,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,31/07/2019,Adva 10K Single Fibre SFP,14/08/2019,1,1,0,1,0,0,0,0
Engineer Collected,Pure Telecom Limited,PUREETHW53954,PUREETHGIP53955,LBADVA71184301654,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,01/08/2019,Adva 10K Single Fibre SFP,21/10/2019,1,1,0,1,0,0,0,0
Limerick Office,Primark,PRMKETHW42014,PRMKETHG42015,,,ADVA 825,Limerick,P.Fox,N/A - Adva Electrical Port,02/08/2019,Adva 10K Dual Fibre SFP,06/08/2019,1,1,1,0,0,0,0,0
Courier Shipped to Site,SYNOPTIC COMMUNICATIONS,SYNOETHW54076,SYNOETHGIP54077,LBADVA71184301687,,ADVA 201,Donegal,S.Davidson,N/A - Adva Electrical Port,02/08/2019,Adva 10K Dual Fibre SFP,02/09/2019,1,1,0,1,0,0,0,0
Engineer Collected,Equant,ORBSETHW53453,ORBSETHG53454,LBADVA71185102128,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,02/08/2019,Adva 10K Dual Fibre SFP,30/09/2019,1,1,0,1,0,0,0,0
Engineer Collected,Colt Telecom,COLTETHW53867,COLTETHG53868,LBADVA71185102163,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,06/08/2019,Adva 10K Dual Fibre SFP,14/08/2019,1,1,0,1,0,0,0,0
Cork Office,Cable and Wireless,CWCMETHW53895,CWCMETHG53896,LBADVA71185102177,,ADVA 201,Cork,G.Moran,N/A - Adva Electrical Port,06/08/2019,Adva 10K Dual Fibre SFP,13/08/2019,1,1,0,1,0,0,0,0
Ballymount Stores,ICON Clinical Research,ICONETHW53099,ICONETHG53100,LBADVA71185102195,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,06/08/2019,Adva 10K Dual Fibre SFP,12/09/2019,1,1,0,1,0,0,0,0
Engineer Collected,ICON CLINICAL RESEARCH LIMITED,ICONETHW53094,ICONETHG53100,800009f0030080eacc57f0,1-880611301,ADVA XG210,DUBLIN,P.Fox,Adva Dual Fibre SFP (10k),06/08/2019,Adva 10G XFP 10km,18/10/2019,1,2,0,0,1,0,0,0
Engineer Collected,Cable and Wireless,CWCMETHW53119,CWCMETHG53120,LBADVA71185102189,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,06/08/2019,Adva 10K Single Fibre SFP,17/09/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Cable and Wireless,CWCMETHW53315,CWCMETHG53316,LBADVA71185102119,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,07/08/2019,Adva RJ45 SFP,12/08/2019,1,1,0,1,0,0,0,0
Engineer Collected,Equant,ORBSETHW53935,ORBSETHG53936,LBADVA71184301635,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,07/08/2019,Adva 10K Dual Fibre SFP,16/08/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Global Crossing Ireland Ltd,GLCRETHW53777,GLCRETHG53778,LBADVA71185102157,,ADVA 201,Meath,D.Carty,N/A - Adva Electrical Port,07/08/2019,Adva 10K Dual Fibre SFP,12/08/2019,1,1,0,1,0,0,0,0
Engineer Collected,KBC Asset Management,KBCAETHW51824,KBCAETHGIPCI51825,LBADVA71185102193,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,08/08/2019,Adva 10K Single Fibre SFP,08/10/2019,1,1,0,1,0,0,0,0
Ballymount Stores,ENI Insurance Designated,ENIDETHW53073,ENIDETHGIP53471,LBADVA71185102153,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,08/08/2019,Adva 10K Single Fibre SFP,04/09/2019,1,1,0,1,0,0,0,0
Engineer Collected,Cable and Wireless,CWCMETHW54103,CWCMETHG54104,LBADVA71184301666,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,08/08/2019,Adva 10K Dual Fibre SFP,25/09/2019,1,1,0,1,0,0,0,0
Engineer Collected,KBC Asset Management,KBCAETHW51826,KBCAETHGIPCI51827,LBADVA71191100642,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,08/08/2019,Adva 10K Single Fibre SFP,23/10/2019,1,1,0,1,0,0,0,0
Engineer Collected,KBC Asset Management,KBCAETHW51823,KBCAETHGIPCI51825,FDO2328A132,1-881122411,CISCO ISR 4331-K9,DUBLIN,S.Davidson,N/A,08/08/2019,N/A,08/10/2019,1,1,0,0,0,1,0,0
Engineer Collected,KBC Asset Management,KBCAETHW51826,KBCAETHGIPCI51827,FDO2328A130,1-881118621,CISCO ISR 4331-K9,DUBLIN,S.Davidson,N/A,08/08/2019,N/A,23/10/2019,1,1,0,0,0,1,0,0
Ballymount Stores,Concert B Ends,CNCRETHW54133,CNCRETHICG54134,LBADVA71184301678,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,08/08/2019,Adva 10K Dual Fibre SFP,15/08/2019,1,1,0,1,0,0,0,0
Engineer Collected,Concert B Ends,CNCRETHW54033,CNCRETHGM54034,LBADVA71184301665,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,09/08/2019,Adva 10K Dual Fibre SFP,16/10/2019,1,1,0,1,0,0,0,0
Cork Office,Welltell,WTELETHW54013,WTELETHG54014,LBADVA71191100666,,ADVA 201,Cork,D.Carty,N/A - Adva Electrical Port,09/08/2019,Adva 10K Dual Fibre SFP,13/08/2019,1,1,0,1,0,0,0,0
Engineer Collected,ENET Enasc Eireann Teoranta,ENASETHW53493,ENASETHG53494,LBADVA71184301715,,ADVA 201,Dublin,M.Atkey,N/A - Adva Electrical Port,12/08/2019,Adva 10K Single Fibre SFP,03/09/2019,1,1,0,1,0,0,0,0
Ballymount Stores,SYNOPTIC COMMUNICATIONS,SYNOETHW53937,SYNOETHGIP53938,LBADVA71191100639,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,12/08/2019,Adva 10K Dual Fibre SFP,15/08/2019,1,1,0,1,0,0,0,0
Engineer Collected,MCI WorldCom International,WOCMETHW54214,WOCMETHG54215,LBADVA71184301638,,ADVA 201,Dublin,M.Atkey,N/A - Adva Electrical Port,12/08/2019,Adva 10K Dual Fibre SFP,04/09/2019,1,1,0,1,0,0,0,0
Limerick Office,Concert B Ends,CNCRETHW54176,CNCRETHGM54177,LBADVA71184301670,,ADVA 201,Clare,G.Moran,N/A - Adva Electrical Port,12/08/2019,Adva 10K Dual Fibre SFP,01/11/2019,1,1,0,1,0,0,0,0
Engineer Collected,Equant,ORBSETHW54199,ORBSETHG54200,LBADVA71184301673,,ADVA 201,Dublin,M.Atkey,N/A - Adva Electrical Port,13/08/2019,Adva 10K Dual Fibre SFP,27/08/2019,1,1,0,1,0,0,0,0
Courier Shipped to Site,Equant,ORBSETHW54074,ORBSETHG54075,LBADVA71184301681,,ADVA 201,Clare,M.Atkey,N/A - Adva Electrical Port,13/08/2019,Adva 10K Single Fibre SFP,20/08/2019,1,1,0,1,0,0,0,0
Engineer Collected,Kingspan,KINGETHW53545,KINGETHG53546,LBADVA71191100678,,ADVA 201,Dublin,M.O'Driscoll,N/A - Adva Electrical Port,13/08/2019,Adva 10K Dual Fibre SFP,04/09/2019,1,1,0,1,0,0,0,0
Engineer Collected,Kingspan,KINGETHW53547,KINGETHG53548,LBADVA71191100648,,ADVA 201,Dublin,M.Atkey,N/A - Adva Electrical Port,13/08/2019,Adva 10K Dual Fibre SFP,04/09/2019,1,1,0,1,0,0,0,0
Cork Office,AT and T,ATATETHW53253,ATATETHG53254,LBADVA71184301669,,ADVA 201,Cork,G.Moran,N/A - Adva Electrical Port,13/08/2019,Adva 10K Dual Fibre SFP,19/08/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Welltell,WTELETHW54019,WTELETHG54020,LBADVA71191603102,1-880787311,ADVA 825,Waterford,S.Davidson,N/A - Adva Electrical Port,14/08/2019,Adva 10K Dual Fibre SFP,18/09/2019,1,1,1,0,0,0,0,0
Ballymount Stores,BT Ireland,COREMPLSVM0005,COREMETHG00005,LBADVA71184301729,,ADVA 201,Dublin,G.Moran,N/A - Adva Electrical Port,15/08/2019,Adva 10K Dual Fibre SFP,15/08/2019,1,1,0,1,0,0,0,0
Ballymount Stores,BT Ireland,COREMPLSW00006,COREMPLS00006,LBADVA71184301708,,ADVA 201,Dublin,G.Moran,N/A - Adva Electrical Port,15/08/2019,Adva 10K Dual Fibre SFP,15/08/2019,1,1,0,1,0,0,0,0
Engineer Collected,Zurich Insurance,NA,ZURCETHG53016,,1-877747981,CISCO ISR 4431-K9,DUBLIN,D.Carty,N/A,15/08/2019,N/A,16/09/2019,1,1,0,0,0,1,0,0
Cork Office,Cable and Wireless,CWCMETHW53313,CWCMETHG53314,LBADVA71185102187,,ADVA 201,Cork,P.Fox,N/A - Adva Electrical Port,15/08/2019,Adva 10K Dual Fibre SFP,19/08/2019,1,1,0,1,0,0,0,0
Ballymount Stores,CFN 5R - Navan,NA,N/A,,1-111111111,NOKIA 5R,MEATH,N.Sexton,N/A,15/08/2019,N/A,15/08/2019,1,1,0,0,0,0,0,1
Ballymount Stores,CK0510 CIE MALLOW - THREE,NA,N/A,,1-888888888,ADVA GE201,CORK,N.Sexton,N/A,15/08/2019,N/A,05/09/2019,1,1,0,1,0,0,0,0
Engineer Collected,AT and T,ATATETHW53755,ATATETHGIP53756,LBADVA71185102206,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,16/08/2019,Adva 40K Single Fibre SFP,27/08/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Pure Telecom Limited,PUREETHW53973,PUREETHGIP53974,LBADVA71185102196,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,16/08/2019,Adva 10K Single Fibre SFP,19/08/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Concert B Ends,CNCRETHW53217,CNCRETHGM53218,LBADVA71185102132,,ADVA 201,Dublin,G.Moran,N/A - Adva Electrical Port,16/08/2019,Adva RJ45 SFP,04/09/2019,1,1,0,1,0,0,0,0
Engineer Collected,Concert B Ends,CNCRETHW53440,CNCRETHGM53441,LBADVA71185102171,,ADVA 201,Dublin,S.Mernagh,N/A - Adva Electrical Port,16/08/2019,Adva 10K Dual Fibre SFP,07/11/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Concert B Ends,CNCRETHW54178,CNCRETHGM54179,LBADVA71185102133,,ADVA 201,Clare,S.Davidson,N/A - Adva Electrical Port,20/08/2019,Adva 10K Dual Fibre SFP,21/08/2019,1,1,0,1,0,0,0,0
Cork Office,Concert B Ends,CNCRETHW54180,CNCRETHGM54181,LBADVA71185102190,,ADVA 201,Cork,P.Fox,Adva 10G XFP 10km,20/08/2019,Adva 10K Dual Fibre SFP,27/08/2019,1,2,0,1,0,0,0,0
Engineer Collected,Welltell,WTELETHW54015,WTELETHG54016,LBADVA71185102161,,ADVA 201,Dublin,G.Moran,N/A - Adva Electrical Port,20/08/2019,Adva 10K Single Fibre SFP,10/09/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Magnet Networks Ltd,MAGNETHW54295,MAGNETHG54296,LBADVA71191100665,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,21/08/2019,Adva 10K Dual Fibre SFP,21/08/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Concert B Ends,CNCRETHW53442,CNCRETHGM53443,LBADVA71185102117,,ADVA 201,Dublin,S.Mernagh,N/A - Adva Electrical Port,21/08/2019,Adva 10K Dual Fibre SFP,21/08/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Cable and Wireless,CWCMETHW54238,CWCMETHG54239,LBADVA71185102169,,ADVA 201,Louth,S.Davidson,N/A - Adva Electrical Port,22/08/2019,Adva 10K Single Fibre SFP,22/08/2019,1,1,0,1,0,0,0,0
Engineer Collected,AJISKO LIMITED,AJISETHW54298,AJISETHG54299,LBADVA71185102141,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,22/08/2019,Adva 10K Single Fibre SFP,11/09/2019,1,1,0,1,0,0,0,0
Engineer Collected,Colt Telecom,COLTETHW54053,COLTETHG54054,LBADVA71185102200,,ADVA 201,Dublin,P.Fox,Adva 10G XFP 10km,22/08/2019,Adva 10K Single Fibre SFP,30/08/2019,1,2,0,1,0,0,0,0
Cork Office,Colt Telecom,COLTETHW54305,COLTETHG54306,LBADVA71185102184,,ADVA 201,Cork,P.Fox,N/A - Adva Electrical Port,23/08/2019,Adva 10K Dual Fibre SFP,04/09/2019,1,1,0,1,0,0,0,0
Engineer Collected,Equant,ORBSETHW53653,ORBSETHG53654,LBADVA71185102124,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,23/08/2019,Adva 10K Single Fibre SFP,17/09/2019,1,1,0,1,0,0,0,0
Engineer Collected,TELIA CARRIER IRELAND LIMITED ,TCILETHW54194,TCILETHG54195,LBADVA71185102181,,ADVA 201,Dublin,S.Davidson,N/A - Adva Electrical Port,23/08/2019,Adva 10K Single Fibre SFP,03/09/2019,1,1,0,1,0,0,0,0
Engineer Collected,GTT-EMEA LTD,GTTEETHW54393,GTTEETHG54394,LBADVA71185102126,,ADVA 201,Carlow,P.Fox,N/A - Adva Electrical Port,23/08/2019,Adva 10K Dual Fibre SFP,21/10/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Magnet Networks Ltd,MAGNETHW54433,MAGNETHG54434,LBADVA71185102144,,ADVA 201,Dublin,P.Fox,N/A - Adva Electrical Port,23/08/2019,Adva 10K Dual Fibre SFP,28/08/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Colt Telecom,COLTETHW54113,COLTETHG54114,LBADVA71185102122,,ADVA 201,Dublin,D.Carty,N/A - Adva Electrical Port,23/08/2019,Adva 10K Dual Fibre SFP,26/08/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Statestreet Ireland Intl,STSTETHW53136,STSTETHG54320,LBADVA71185102167,,ADVA GE201,Kildare,S.Davidson,N/A [Adva Electrical Port],26/08/2019,Adva 10K Single Fibre SFP,26/08/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Statestreet Ireland Intl,STSTETHW52838,STSTETHG54320,LBADVA71165300091,,ADVA XG210,Kilkenny,S.Davidson,Adva Multimode SFP (10k),26/08/2019,Adva 10Gig XFP (10km),16/09/2019,1,2,0,0,1,0,0,0
Ballymount Stores,Fintrax Tully Business Pk Galway,FINTETHW54287,FINTETHGIP54289,LBADVA71185102188,,ADVA 201,Galway,G.Moran,N/A - Adva Electrical Port,26/08/2019,Adva 10K Dual Fibre SFP,28/08/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Global Crossing Ireland Ltd,GLCRETHW54453,GLCRETHG54454,LBADVA71191100673,,ADVA 201,Wexford,S.Davidson,Adva Dual Fibre SFP (10k),26/08/2019,Adva 10K Dual Fibre SFP,13/09/2019,1,2,0,1,0,0,0,0
Ballymount Stores,Hutchison 3G Ireland Limited,HTCHETHW54174,HTCHETHGIP54175,LBADVA71185102198,,ADVA 201,Dublin,S.Mernagh,N/A - Adva Electrical Port,26/08/2019,Adva 10K Single Fibre SFP,02/09/2019,1,1,0,1,0,0,0,0
Limerick Office,Concert,CNCRETHGM54179 ,CNCRETHW54178,LBADVA71185102133,1-881073651,ADVA GE201,CLARE,M.Atkey,N/A - Adva Electrical Port,26/08/2019,Adva 10K Dual Fibre SFP,01/11/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Concert,CNCRETHW53217,CNCRETHGM53218,LBADVA71185102132,1-879018891,ADVA GE201,DUBLIN,M.Atkey,N/A - Adva Electrical Port,26/08/2019,Adva 10K Dual Fibre SFP,26/08/2019,1,1,0,1,0,0,0,0
Ballymount Stores,Concert,CNCRETHW52854,CNCRETHGM52855,LBADVA71184301639,1-877380591,ADVA GE201,DUBLIN,M.Atkey,N/A - Adva Electrical Port,26/08/2019,Adva 10K Dual Fibre SFP,26/08/2019,1,1,0,1,0,0,0,0
